Species,Family,Genus,BioStatus,PlantType,Palatibility,GrowthForm,VernacularNames,ThreatenedStatus,NumPlots,NumObs,Cover,CoverCombined
Dicranoloma plurisetum,Dicranaceae,Dicranoloma,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Dicranoloma robustum,Dicranaceae,Dicranoloma,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),52,52,0.0000,0.0002
Dicranoloma tagname golden,,,Unknown,Non Vascular,Unclassified,NonVascular,,Unknown,0,0,0.0000,0.0000
Dicranopteris linearis,Gleicheniaceae,Dicranopteris,Indigenous Non-Endemic,Vascular,Unclassified,Fern,,Nationally Endangered,7,7,0.0000,0.0001
Dicranoweisia antarctica,Rhabdoweisiaceae,Dicranoweisia,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Dicranum scoparium,Dicranaceae,Dicranum,Absent,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Didymocheton spectabilis,Meliaceae,Didymocheton,Indigenous Endemic,Vascular,Unclassified,Tree,Kohe; Kohekohe; Kohepi; Kohepu; Koheriki; M?ota; New Zealand mahogany;,Not Threatened,786,961,0.0088,0.0060
Dietes grandiflora,Iridaceae,Dietes,Exotic,Vascular,Unclassified,Graminoid,Wild iris;,Not threatened (assumed),0,0,0.0000,0.0000
Digitalis purpurea,Plantaginaceae,Digitalis,Exotic,Vascular,Unclassified,Forb,Common foxglove; foxglove;,Not threatened (assumed),456,630,0.0000,0.0002
Digitaria aequiglumis,Gramineae,Digitaria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Digitaria ciliaris,Gramineae,Digitaria,Exotic,Vascular,Unclassified,Graminoid,Crabgrass; Summer grass;,Not threatened (assumed),1,2,0.0000,0.0000
Digitaria ischaemum,Gramineae,Digitaria,Exotic,Vascular,Unclassified,Graminoid,Smooth summer grass;,Not threatened (assumed),1,1,0.0000,0.0000
Digitaria sanguinalis,Gramineae,Digitaria,Exotic,Vascular,Unclassified,Graminoid,Summer grass;,Not threatened (assumed),7,8,0.0000,0.0000
Digitaria setigera,Gramineae,Digitaria,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,0,0,0.0000,0.0000
Digitaria violascens,Gramineae,Digitaria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Dimorphotheca fruticosa,Compositae,Dimorphotheca,Exotic,Vascular,Unclassified,SubShrub,Dimorphotheca;,Not threatened (assumed),0,0,0.0000,0.0000
Dinckleria fruticella,Plagiochilaceae,Dinckleria,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Dinckleria pleurata,Plagiochilaceae,Dinckleria,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplachne fusca,Gramineae,Diplachne,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Diplasiolejeunea plicatiloba,Lejeuneaceae,Diplasiolejeunea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplasiolejeunea pusilla,Lejeuneaceae,Diplasiolejeunea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplazium australe,Athyriaceae,Athyrium,Indigenous Non-Endemic,Vascular,Unclassified,Fern,,Not Threatened,55,72,0.0000,0.0001
Diplophyllum dioicum,Scapaniaceae,Diplophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplophyllum gemmiparum,Scapaniaceae,Diplophyllum,Indigenous Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplophyllum novum,Scapaniaceae,Diplophyllum,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplophyllum obtusifolium,Scapaniaceae,Diplophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplophyllum obtusifolium subsp. domesticum,Scapaniaceae,Diplophyllum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplophyllum verrucosum,Scapaniaceae,Diplophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diploschistes scruposus,Thelotremataceae,Diploschistes,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Diplotaxis muralis,Cruciferae,Diplotaxis,Exotic,Vascular,Unclassified,Forb,wall rocket;,Not threatened (assumed),1,1,0.0000,0.0000
Dipogon lignosus,Leguminosae,Dipogon,Exotic,Vascular,Unclassified,Vine,Dolichos pea; Mile a minute; mile-a-minute;,Not threatened (assumed),0,0,0.0000,0.0000
Dipsacus fullonum,Caprifoliaceae,Dipsacus,Exotic,Vascular,Unclassified,Forb,Common teasel; wild teasel;,Not threatened (assumed),1,1,0.0000,0.0000
Discaria toumatou,Rhamnaceae,Discaria,Indigenous Endemic,Vascular,Unclassified,Tree,Matagouri; T?matakuri; T?matakuru; T?turi; Wild Irishman;,Declining,1356,1491,0.0105,0.0073
Disphyma australe,Aizoaceae,Disphyma,Indigenous Endemic,Vascular,Unclassified,Forb,Horokaka; Maori ice plant; New Zealand ice plant; Ngarangara; Ruerueke;,Not threatened (assumed),17,17,0.0000,0.0000
Disphyma australe subsp. australe,Aizoaceae,Disphyma,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,0,0,0.0000,0.0000
Disphyma australe subsp. stricticaule,Aizoaceae,Disphyma,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,0,0,0.0000,0.0000
Disphyma clavellatum,Aizoaceae,Disphyma,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Jellybeans;,Coloniser,0,0,0.0000,0.0000
Disphyma papillatum,Aizoaceae,Disphyma,Indigenous Endemic,Vascular,Unclassified,Forb,Chatham Island ice plant;,Naturally Uncommon,0,0,0.0000,0.0000
Distichium capillaceum,Ditrichaceae,Distichium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Distichophyllum crispulum,Daltoniaceae,Distichophyllum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Distichophyllum microcarpum,Daltoniaceae,Distichophyllum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Distichophyllum pulchellum,Daltoniaceae,Distichophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),9,9,0.0000,0.0000
Distichophyllum rotundifolium,Daltoniaceae,Distichophyllum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum brevirostre,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum brotherusii,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum cylindricarpum,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum difficile,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum flexicaule,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum punctulatum,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum rufoaureum,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Ditrichum strictum,Ditrichaceae,Ditrichum,Indigenous Non-Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Dodonaea viscosa,Sapindaceae,Dodonaea,Indigenous Non-Endemic,Vascular,Unclassified,Tree,ake; Ake rautangi; Akeake; Sticky hop-bush;,Not Threatened,61,72,0.0001,0.0001
Dolichoglottis lyallii,Compositae,Dolichoglottis,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,178,247,0.0000,0.0001
Dolichoglottis lyallii x scorzoneroides,,,Indigenous Endemic,Vascular,Unclassified,Forb,,Unknown,0,0,0.0000,0.0000
Dolichoglottis scorzoneroides,Compositae,Dolichoglottis,Indigenous Endemic,Vascular,Unclassified,Forb,snow groundsel;,Not Threatened,135,207,0.0000,0.0002
Donatia novae-zelandiae,Stylidiaceae,Donatia,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,96,109,0.0000,0.0002
Draba verna,Cruciferae,Draba,Exotic,Vascular,Unclassified,Forb,whitlow grass;,Not threatened (assumed),3,3,0.0000,0.0000
Dracaena draco,Asparagaceae,Dracaena,Exotic,Vascular,Unclassified,GrassTree,dragon tree;,Not threatened (assumed),0,0,0.0000,0.0000
Dracophyllum acerosum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,51,54,0.0004,0.0003
Dracophyllum arboreum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,Chatham Island grass tree; Chatham Island neinei;,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum cockayneanum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Avoided,Tree,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum densum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Declining,2,2,0.0000,0.0000
Dracophyllum elegantissimum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,,Not Threatened,38,89,0.0001,0.0001
Dracophyllum filifolium,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,69,93,0.0002,0.0002
Dracophyllum fiordense,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Declining,7,14,0.0000,0.0000
Dracophyllum frondosum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,1,1,0.0000,0.0000
Dracophyllum hybrid,,,Unknown,Vascular,Unclassified,WoodyMixed,,Unknown,0,0,0.0000,0.0000
Dracophyllum kirkii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,70,98,0.0001,0.0001
Dracophyllum kirkii x uniflorum,,,Indigenous Endemic,Vascular,Unclassified,Shrub,,Unknown,0,0,0.0000,0.0000
Dracophyllum latifolium,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,Emiemi; Needle-leaved neinei; Neinei; Spider wood; Taritari; Taritari-?wha;,Not Threatened,148,207,0.0004,0.0003
Dracophyllum lessonianum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,,Not Threatened,4,5,0.0000,0.0000
Dracophyllum longifolium,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Avoided,Tree,Inaka; Inanga;,Not Threatened,786,1240,0.0037,0.0025
Dracophyllum longifolium x pronum,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,,Unknown,0,0,0.0000,0.0000
Dracophyllum longifolium x recurvum,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,,Unknown,0,0,0.0000,0.0000
Dracophyllum longifolium x scoparium,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,,Unknown,0,0,0.0000,0.0000
Dracophyllum longifolium x uniflorum,Ericaceae,Dracophyllum,Unknown,Vascular,Unclassified,WoodyMixed,,Not threatened (assumed),0,0,0.0000,0.0000
Dracophyllum marmoricola,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum menziesii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,Pineapple scrub;,Not Threatened,80,144,0.0003,0.0002
Dracophyllum muscoides,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,219,227,0.0000,0.0011
Dracophyllum oliveri,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,32,32,0.0000,0.0003
Dracophyllum ophioliticum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum palustre,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,Swamp neinei;,Not Threatened,31,32,0.0000,0.0001
Dracophyllum patens,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum pearsonii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,5,9,0.0000,0.0000
Dracophyllum politum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,77,88,0.0000,0.0001
Dracophyllum pronum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,Trailing neinei;,Not Threatened,492,543,0.0000,0.0021
Dracophyllum pronum x uniflorum,,,Indigenous Endemic,Vascular,Unclassified,Shrub,,Unknown,0,0,0.0000,0.0000
Dracophyllum prostratum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,17,20,0.0000,0.0000
Dracophyllum pubescens,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,12,14,0.0000,0.0000
Dracophyllum recurvum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,Curved leaved neinei;,Not Threatened,40,61,0.0000,0.0002
Dracophyllum recurvum x subulatum,,,Indigenous Endemic,Vascular,Unclassified,Shrub,,Unknown,0,0,0.0000,0.0000
Dracophyllum rosmarinifolium,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,turpentine scrub;,Not threatened (assumed),838,1047,0.0067,0.0046
Dracophyllum scoparium,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum septentrionale,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Avoided,Tree,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum sinclairii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,,Not Threatened,12,15,0.0001,0.0000
Dracophyllum strictum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,T?torohiti; T?torowhiti;,Not Threatened,6,7,0.0000,0.0000
Dracophyllum subulatum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,Monoao;,Not Threatened,99,121,0.0012,0.0008
Dracophyllum townsonii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,,Not Threatened,26,47,0.0002,0.0001
Dracophyllum traversii,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,Large neinei; Mountain neinei; Neinei;,Not Threatened,632,810,0.0035,0.0024
Dracophyllum trimorphum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Dracophyllum urvilleanum,Ericaceae,Dracophyllum,Indigenous Endemic,Vascular,Unclassified,Tree,Wharekohu;,Naturally Uncommon,3,3,0.0000,0.0000
Drepanocladus aduncus,Amblystegiaceae,Drepanocladus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),13,13,0.0000,0.0000
Drepanolejeunea aucklandica,Lejeuneaceae,Drepanolejeunea,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Drepanolejeunea ternatensis,Lejeuneaceae,Drepanolejeunea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Drosera arcturi,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,134,146,0.0000,0.0001
Drosera auriculata,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,17,20,0.0000,0.0000
Drosera binata,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Forked sundew; Scented sundew;,Not Threatened,26,29,0.0000,0.0000
Drosera capensis,Droseraceae,Drosera,Exotic,Vascular,Unclassified,Forb,Cape sundew;,Not threatened (assumed),0,0,0.0000,0.0000
Drosera gunniana,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),4,6,0.0000,0.0000
Drosera pygmaea,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Relict,4,4,0.0000,0.0000
Drosera spatulata,Droseraceae,Drosera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,135,161,0.0000,0.0001
Drosera stenopetala,Droseraceae,Drosera,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,71,111,0.0000,0.0000
Drymoanthus adversus,Orchidaceae,Drymoanthus,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,102,119,0.0000,0.0000
Drymoanthus flavus,Orchidaceae,Drymoanthus,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,5,6,0.0000,0.0000
Dryopteris affinis,Dryopteridaceae,Dryopteris,Exotic,Vascular,Unclassified,Fern,golden male fern; golden shield fern; golden-scaled male fern;,Not threatened (assumed),2,2,0.0000,0.0000
Dryopteris dilatata,Dryopteridaceae,Dryopteris,Exotic,Vascular,Unclassified,Fern,Broad buckler fern;,Not threatened (assumed),1,1,0.0000,0.0000
Dryopteris filix-mas,Dryopteridaceae,Dryopteris,Exotic,Vascular,Unclassified,Fern,male fern;,Not threatened (assumed),44,54,0.0000,0.0001
Dufourea ligulata,Teloschistaceae,Dufourea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Durvillaea antarctica,Durvillaeaceae,Durvillaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Durvillaea willana,Durvillaeaceae,Durvillaea,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Dysphania ambrosioides,Amaranthaceae,Chenopodium,Exotic,Vascular,Unclassified,Forb,American wormseed; Epazote; Mexican tea;,Not threatened (assumed),0,0,0.0000,0.0000
Dysphania pumilio,Amaranthaceae,Chenopodium,Exotic,Vascular,Unclassified,Forb,Clammy goosefoot;,Not threatened (assumed),1,1,0.0000,0.0000
Earina aestivalis,Orchidaceae,Earina,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,10,10,0.0000,0.0000
Earina autumnalis,Orchidaceae,Earina,Indigenous Endemic,Vascular,Unclassified,Forb,Easter orchid; Raupeka;,Not Threatened,833,1203,0.0000,0.0003
Earina mucronata,Orchidaceae,Earina,Indigenous Endemic,Vascular,Unclassified,Forb,Bamboo orchid (NZ); New Zealand bamboo orchid; Peka-a-waka; Spring earina;,Not Threatened,821,1063,0.0003,0.0002
Eccremocarpus scaber,Bignoniaceae,Eccremocarpus,Exotic,Vascular,Unclassified,Vine,Chilean glory creeper; Chilean glory flower;,Not threatened (assumed),0,0,0.0000,0.0000
Echeveria setosa,Crassulaceae,Echeveria,Exotic,Vascular,Unclassified,Forb,Firecracker plant;,Not threatened (assumed),0,0,0.0000,0.0000
Echeveria ×imbricata,Crassulaceae,Echeveria,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Echinochloa crus-galli,Gramineae,Echinochloa,Exotic,Vascular,Unclassified,Graminoid,Barnyard grass; Barnyard millet; Cockspur;,Not threatened (assumed),0,0,0.0000,0.0000
Echinochloa esculenta,Gramineae,Echinochloa,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Echinochloa microstachya,Gramineae,Echinochloa,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Echinochloa oryzoides,Gramineae,Echinochloa,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Echinochloa telmatophila,Gramineae,Echinochloa,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Echinodium hispidum,Echinodiaceae,Echinodium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Echinodium umbrosum,Echinodiaceae,Echinodium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Echinolejeunea papillata,Lejeuneaceae,Echinolejeunea,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Echinopogon ovatus,Gramineae,Echinopogon,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,Forest hedgehog grass; Hedgehog grass;,Not Threatened,42,54,0.0000,0.0001
Echium candicans,Boraginaceae,Echium,Exotic,Vascular,Unclassified,Shrub,Pride of Madeira;,Not threatened (assumed),0,0,0.0000,0.0000
Echium vulgare,Boraginaceae,Echium,Exotic,Vascular,Unclassified,Forb,Viper's bugloss;,Not threatened (assumed),342,368,0.0000,0.0004
Egeria densa,Hydrocharitaceae,Egeria,Exotic,Vascular,Unclassified,Forb,Dense waterweed; Egeria oxygen weed; Lakeweed;,Not threatened (assumed),1,1,0.0000,0.0000
Ehrharta calycina,Gramineae,Ehrharta,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Ehrharta erecta,Gramineae,Ehrharta,Exotic,Vascular,Unclassified,Graminoid,Veld grass; Veldt grass;,Not threatened (assumed),8,14,0.0000,0.0000
Ehrharta longiflora,Gramineae,Ehrharta,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Ehrharta stipoides,Gramineae,Ehrharta,Unknown,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Ehrharta villosa,Gramineae,Ehrharta,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
